"id","word","count","count_n","count_h","count_u"
"36720","uymakla","1","1","0","0"
"36723","cikarlarini","1","1","0","0"
"36724","sendika","1","1","0","0"
"36727","baskalariyla","1","1","0","0"
"36728","bildirgesinin","1","1","0","0"
"36730","serbestce","1","1","0","0"
"36731","dolasma","1","1","0","0"
"36738","vuruluyorsun","1","0","0","1"
"36739","oylassdkfjaskljdf","1","0","0","1"
"36741","tanimlasin","1","1","0","0"
"36742","korunuyor","1","1","0","0"
"36744","olustururlarsa","1","0","1","0"
"36747","anarsisttir","1","0","1","0"
"36749","amirligine","1","0","0","1"
"36751","bilgilerinize","1","0","0","1"
"36752","olduruldugunun","1","0","0","1"
"36753","kavustugu","1","0","0","1"
"36754","terorudur","1","0","0","1"
"36755","goguslerine","1","1","0","0"
"36757","karsiliyorsa","1","1","0","0"
"36759","kategorisine","1","1","0","0"
"36764","scapula","1","0","1","0"
"36765","grasilis","1","0","1","0"
"36766","tendonu","1","0","1","0"
"36767","ostaki","1","0","1","0"
"36768","borusuna","1","0","1","0"
"36769","oyhs","1","0","1","0"
"36770","ayyy","1","0","1","0"
"36773","johann","1","0","1","0"
"36774","wolfgang","1","0","1","0"
"36776","feysbuka","1","1","0","0"
"36778","selfieleri","1","1","0","0"
"36779","icse","1","1","0","0"
"36782","gecirse","1","1","0","0"
"36784","orter","1","0","0","1"
"36785","cicik","1","0","0","1"
"36787","saygilisiniz","1","1","0","0"
"36788","cuzdanimi","1","1","0","0"
"36790","vermezsiniz","1","1","0","0"
"36791","biyiklinin","1","1","0","0"
"36792","eksilemeyeni","1","1","0","0"
"36793","kovuyorlarmis","1","1","0","0"
"36796","zorluklarla","1","1","0","0"
"36797","kullandigindan","1","1","0","0"
"36798","azlik","1","1","0","0"
"36799","kizginlikla","1","1","0","0"
"36802","vazgecmesin","1","1","0","0"
"36804","yazilirsa","1","0","1","0"
"36805","sonrasindan","1","0","1","0"
"36806","oranlarindan","1","0","1","0"
"36807","barajdan","1","0","1","0"
"36808","400den","1","0","1","0"
"36809","normallesmeyi","1","0","1","0"
"36810","gecirebilecegini","1","0","1","0"
"36811","evetten","1","0","1","0"
"36813","trenden","1","0","1","0"
"36818","yapmisiz","1","0","1","0"
"36821","sonrasindaki","1","0","1","0"
"36823","bulanmasina","1","0","1","0"
"36824","boynukalinin","1","0","1","0"
"36825","isilakin","1","0","1","0"
"36827","dollerini","1","0","1","0"
"36828","temizleyecegiz","1","0","1","0"
"36829","tweeti","1","0","1","0"
"36830","esayanin","1","0","1","0"
"36831","hedefci","1","0","1","0"
"36834","nagehanin","1","0","1","0"
"36839","sarkicinin","1","0","1","0"
"36840","ulkucunun","1","0","1","0"
"36841","insaatcinin","1","0","1","0"
"36842","koymamasi","1","0","1","0"
"36843","bilcumle","1","0","1","0"
"36844","donegin","1","0","1","0"
"36849","kisilmis","1","0","1","0"
"36850","caresizce","1","0","1","0"
"36854","satiliksiniz","1","0","1","0"
"36855","pismanligi","1","0","1","0"
"36857","cikamayacaksiniz","1","0","1","0"
"36860","taslarla","1","1","0","0"
"36863","1946","1","1","0","0"
"36865","salakliktan","1","1","0","0"
"36868","secimdir","1","1","0","0"
"36869","niyazinda","1","1","0","0"
"36871","kulaniyor","1","1","0","0"
"36874","sinavsiz","1","1","0","0"
"36876","aramazsin","1","1","0","0"
"36878","katiyorsun","1","1","0","0"
"36885","akp276","1","1","0","0"
"36886","chpxakp","1","1","0","0"
"36889","bulusalim","1","0","1","0"
"36890","ilceleri","1","0","1","0"
"36893","acilisindan","1","1","0","0"
"36894","kuskun","1","1","0","0"
"36896","boyamaktan","1","1","0","0"
"36897","tasimamaktadir","1","1","0","0"
"36898","yaniltmayacak","1","1","0","0"
"36900","sovenist","1","1","0","0"
"36902","acilisiyla","1","1","0","0"
"36903","taclandiracaktir","1","1","0","0"
"36904","tahminlerinde","1","1","0","0"
"36905","bulunmadan","1","1","0","0"
"36906","kurnazligini","1","1","0","0"
"36907","yabana","1","1","0","0"
"36909","bitten","1","1","0","0"
"36911","mhpsi","1","0","0","1"
"36912","altida","1","0","0","1"
"36913","diledigimdir","1","0","0","1"
"36915","biletine","1","0","1","0"
"36919","degismesini","1","0","1","0"
"36923","alcaklardan","1","0","1","0"
"36925","izlandam","1","0","1","0"
"36926","parildiyor","1","0","1","0"
"36929","yalnizlastirdiginin","1","1","0","0"
"36934","gecirsek","1","1","0","0"
"36936","animizda","1","1","0","0"
"36937","etkilesimi","1","1","0","0"
"36938","koparmiyoruz","1","1","0","0"
"36939","haiti","1","0","1","0"
"36941","cikaramiyorsun","1","0","1","0"
"36942","dogukuzeydogu","1","0","1","0"
"36943","iklimle","1","1","0","0"
"36946","feysten","1","1","0","0"
"36947","kokuyo","1","1","0","0"
"36949","127583","1","1","0","0"
"36950","saydiriyordu","1","1","0","0"
"36952","ulaan","1","1","0","0"
"36953","kurtuluyorum","1","1","0","0"
"36955","norvece","1","1","0","0"
"36959","agustosun","1","1","0","0"
"36960","isitsan","1","1","0","0"
"36961","yaniyodur","1","1","0","0"
"98562","eczanelerin","1","0","0","1"
"98563","yonetildigini","1","0","0","1"
"98564","eczaneler","1","0","0","1"
"98565","selamunaleykum","1","0","0","1"
"98566","yaranamiyorlar","1","0","0","1"
"98567","kasiyip","1","0","0","1"
"98568","sacmalarken","1","0","0","1"
"98569","randevunu","1","0","0","1"
"98570","bilgisayarlardan","1","0","0","1"
"98571","hallettigini","1","0","0","1"
"98572","yazdirabildigini","1","0","0","1"
"98573","mulakatlerini","1","0","0","1"
"98574","dusuruyorsun","1","0","0","1"
"98575","sanarken","1","0","0","1"
"98576","meyveli","1","0","0","1"
"98577","aranmadigi","1","1","0","0"
"98578","ugrasiliyor","1","1","0","0"
"98579","basvurmamasi","1","0","0","1"
"98580","ilanorada","1","0","0","1"
"98581","ayirmishayir","1","0","0","1"
"98582","harflendirmelerin","1","0","0","1"
"98583","sikkina","1","0","0","1"
"98584","algilayamiyorsunuz","1","0","0","1"
"98585","amkparantezler","1","0","0","1"
"98586","adamlarya","1","0","0","1"
"98588","sertifikasinin","1","0","0","1"
"98589","backbone","1","0","0","1"
"98590","tanimyazili","1","0","0","1"
"98591","ilanin","1","1","0","0"
"98593","cisco","1","1","0","0"
"98594","uzmanindan","1","0","0","1"
"98595","ccnpccie","1","0","0","1"
"98596","istemeleri","1","0","0","1"
"98597","nasalik","1","0","0","1"
"98598","router","1","0","0","1"
"98599","1000lerce","1","0","0","1"
"98600","switch","1","0","0","1"
"98601","mpls","1","0","0","1"
"98602","10000lerce","1","0","0","1"
"98603","blade","1","0","0","1"
"98605","db2","1","0","0","1"
"98606","connection","1","0","0","1"
"98607","personeller","1","0","0","1"
"98608","icereren","1","0","0","1"
"98609","ilanla","1","0","0","1"
"98610","muhalifi","1","0","0","1"
"98611","egleniyorum","1","0","0","1"
"98612","alakamin","1","0","0","1"
"98613","gerektiren","1","0","0","1"
"98614","istenmesi","1","0","0","1"
"98615","beceriye","1","0","0","1"
"98616","uzmanliga","1","0","0","1"
"98617","kucultuyorsun","1","0","0","1"
"98618","geometri","1","0","0","1"
"98619","vatandasliga","1","0","0","1"
"98620","bolumlerinden","1","0","0","1"
"98621","fetisi","1","0","0","1"
"98622","eliyoruz","1","0","0","1"
"98623","basvuranlarin","1","0","0","1"
"98624","elenecek","1","0","0","1"
"98625","deneyimler","1","0","0","1"
"98626","yazilimda","1","0","0","1"
"98627","projelerin","1","0","0","1"
"98628","olculur","1","0","0","1"
"98629","yazilimcisi","1","0","0","1"
"98630","startupta","1","0","0","1"
"98631","ctolardan","1","0","0","1"
"98632","beceriler","1","0","0","1"
"98633","genelgecer","1","0","0","1"
"98634","listelenmis","1","0","0","1"
"98635","birimleri","1","0","0","1"
"98636","kurulumundan","1","0","0","1"
"98637","printer","1","0","0","1"
"98638","bilisimi","1","0","0","1"
"98639","1bir","1","0","0","1"
"98640","otomasyon","1","0","0","1"
"98641","yonetemeyecek","1","0","0","1"
"98642","nosql","1","0","0","1"
"98643","sertifikalarda","1","0","0","1"
"98644","keramet","1","0","0","1"
"98646","bilmedigini","1","0","0","1"
"98647","ddos","1","0","0","1"
"98648","sistemlerinde","1","0","0","1"
"98649","jstl","1","0","0","1"
"98650","standar","1","0","0","1"
"98651","library","1","0","0","1"
"98652","jsf","1","0","0","1"
"98653","jsp","1","0","0","1"
"98654","servlet","1","0","0","1"
"98655","deneyimli","1","0","0","1"
"98656","bulduklarimizi","1","0","0","1"
"98657","unitelerinin","1","0","0","1"
"98658","mcse","1","0","0","1"
"98659","security","1","0","0","1"
"98660","sertifikalari","1","0","0","1"
"98661","dengi","1","0","0","1"
"98662","sertifikalarindan","1","0","0","1"
"98663","patlarsa","1","0","0","1"
"98664","mufettislere","1","0","0","1"
"98665","sertifikasi","1","0","0","1"
"98666","aranilan","1","0","0","1"
"98667","entryleriniz","1","0","0","1"
"98668","niyetiniz","1","0","0","1"
"98669","yazacaginizi","1","0","0","1"
"98670","aranmadigini","1","0","0","1"
"98671","elestirdiginiz","1","0","0","1"
"98672","zekalariyla","1","0","0","1"
"98674","ferihanin","1","1","0","0"
"98675","kuzeyin","1","1","0","0"
"98676","sporfistik","1","1","0","0"
"98677","yorumunun","1","1","0","0"
"98678","odalarda","1","1","0","0"
"98679","ikisininde","1","1","0","0"
"98680","konusa","1","1","0","0"
"98681","atisa","1","1","0","0"
"98682","tartisa","1","1","0","0"
"98683","sandiginin","1","1","0","0"
"98684","zevkleri","1","1","0","0"
"98685","aktiviteleri","1","1","0","0"
"98687","olundugunda","1","1","0","0"
"98688","eriskinlik","1","1","0","0"
"98689","getirmekten","1","1","0","0"
"98690","psikloglar","1","1","0","0"
"98691","couples","1","1","0","0"
"98692","dingillerden","1","0","1","0"
"98693","foxta","1","0","1","0"
"98694","devrinde","1","0","1","0"
"98695","dondukce","1","0","1","0"
"98696","varoldukca","1","0","1","0"
"98697","hideo","1","0","1","0"
"98698","kojima","1","0","1","0"
"98699","insansa","1","0","1","0"
"98700","konami","1","0","1","0"
"98701","batmadikca","1","0","1","0"
"98702","olgunlasmamayi","1","0","1","0"
"98703","otuzunda","1","0","1","0"
"98704","disindakilerle","1","0","1","0"
"98705","toplasip","1","0","1","0"
"98706","cikaranlardir","1","0","1","0"
"98707","kirkinda","1","1","0","0"
"98708","garipsendim","1","1","0","0"
"98709","ortaogreniminizde","1","1","0","0"
"98710","oynayamaniz","1","1","0","0"
"98711","sakincalidir","1","1","0","0"
"98712","ogrencisiylen","1","1","0","0"
"98713","oynayamazsiniz","1","1","0","0"
"98714","geyikten","1","1","0","0"
"98715","adamsinizdir","1","1","0","0"
"98716","takilmadi","1","1","0","0"
"98717","kayinvalde","1","1","0","0"
"98718","alisacaklar","1","1","0","0"
"98719","alisir","1","1","0","0"
"98720","tekelini","1","0","1","0"
"98721","15182025","1","0","1","0"
"98722","gururluyuz","1","0","1","0"
"98723","otuzundan","1","0","1","0"
"98724","mujdeliyoruz","1","0","1","0"
"98725","yonlendirilmislerdir","1","0","1","0"
"98726","hayrettin","1","0","1","0"
"98727","yonlendirmede","1","0","1","0"
"98728","gitmeyenler","1","0","1","0"
"98730","gamzeye","1","0","0","1"
"98731","dopingsiz","1","0","0","1"
"98732","basbakanini","1","0","0","1"
"98734","haketmedigi","1","0","0","1"
"98735","gamzenin","1","0","0","1"
"98736","ihbarnamesini","1","1","0","0"
"98737","yapistirmasini","1","1","0","0"
"98738","kazanildigi","1","1","0","0"
"98739","dopingciden","1","0","0","1"
"98740","alinmazsa","1","0","0","1"
"98741","olimpiyatlarda","1","0","0","1"
"98742","altinin","1","0","0","1"
"98743","istenecek","1","0","0","1"
"98744","olimpiyatlara","1","0","0","1"
"98745","katilmaya","1","0","0","1"
"98746","hesapla","1","0","0","1"
"98747","2575","1","0","0","1"
"98748","altininin","1","0","0","1"
"98749","acilacakmis","1","0","0","1"
"98750","duyuluyo","1","0","0","1"
"98752","buluta","1","0","0","1"
"98753","altinlariyla","1","0","0","1"
"98754","beraberde","1","0","0","1"
"98755","atletlerin","1","0","1","0"
"98756","gelirkenki","1","0","1","0"
"98757","derecelerinin","1","0","1","0"
"98759","birinciye","1","0","1","0"
"98760","biteli","1","0","1","0"
"98761","kopmamis","1","0","1","0"
"98762","finalist","1","0","1","0"
"98763","kopmadi","1","0","1","0"
"98764","iddialarla","1","0","1","0"
"98765","avunuyorlar","1","0","1","0"
"98766","dopinge","1","0","1","0"
"98767","basvuracagina","1","0","1","0"
"98768","gormedigimiz","1","0","1","0"
"98769","bulutla","1","0","1","0"
"98770","uyanabiliyormus","1","0","1","0"
"98771","katilabilecek","1","0","1","0"
"98772","biricinin","1","0","0","1"
"98773","cikmasiyla","1","0","0","1"
"98774","demissti","1","0","0","1"
"98775","affetmeyecegim","1","0","0","1"
"98776","sozlerinden","1","0","0","1"
"98777","kullananlardan","1","0","0","1"
"98778","alptekinde","1","0","0","1"
"98779","belirir","1","1","0","0"
"98780","sikir","1","1","0","0"
"98781","isiklarla","1","1","0","0"
"98782","sevinirsin","1","1","0","0"
"98783","kipirdar","1","1","0","0"
"98784","cemberimde","1","1","0","0"
"98785","itilirse","1","1","0","0"
"98786","hastasiydi","1","1","0","0"
"98787","bey’e","1","1","0","0"
"98788","“efendim","1","1","0","0"
"98789","gelmenize","1","1","0","0"
"98790","“olsun","1","1","0","0"
"98791","taniyorum”","1","1","0","0"
"98792","ikiden","1","0","0","1"
"98793","kaliyormussun","1","0","0","1"
"98794","samp","1","1","0","0"
"98795","alalade","1","1","0","0"
"98796","elemeydi","1","1","0","0"
"98797","luksemburgun","1","1","0","0"
"98798","avennir","1","1","0","0"
"98800","eledik","1","1","0","0"
"98802","sionu","1","1","0","0"
"98803","boysa","1","1","0","0"
"98804","elenmistin","1","1","0","0"
"98806","grashoppers","1","1","0","0"
"98807","zurihi","1","1","0","0"
"98808","bilbaoyu","1","1","0","0"
"98809","kalamadik","1","1","0","0"
"98810","199900de","1","1","0","0"
"98811","avusturyadan","1","1","0","0"
"98813","wieni","1","1","0","0"
"98814","berlinden","1","1","0","0"
"98815","milandan","1","1","0","0"
"98816","3olup","1","1","0","0"
"98817","yendin","1","1","0","0"
"98819","isvicreden","1","1","0","0"
"98820","galleni","1","1","0","0"
"98821","strum","1","1","0","0"
"98822","graz","1","1","0","0"
"98823","monacolu","1","1","0","0"
"98824","2tura","1","1","0","0"
"98825","2turda","1","1","0","0"
"98826","sg","1","1","0","0"
"98827","deportivolu","1","1","0","0"
"98829","him","1","1","0","0"
"98830","monacoyu","1","1","0","0"
"98831","deportvoyu","1","1","0","0"
"98832","200102de","1","1","0","0"
"98833","vlaznia","1","1","0","0"
"98835","sofiayi","1","1","0","0"
"98836","psvli","1","1","0","0"
"98837","barceolanaya","1","1","0","0"
"98838","200203te","1","1","0","0"
"98839","lmoskovayi","1","1","0","0"
"98840","200304te","1","1","0","0"
"98841","juve","1","1","0","0"
"98842","olimpakos","1","1","0","0"
"98843","sociedad","1","1","0","0"
"98844","olimpiakosu","1","1","0","0"
"98845","beraberee","1","1","0","0"
"98846","200607de","1","1","0","0"
"98847","mleda","1","1","0","0"
"98848","bolesav","1","1","0","0"
"98849","yenebildik","1","1","0","0"
"98850","bordeaux","1","1","0","0"
"98851","201213te","1","1","0","0"
"98852","clujlu","1","1","0","0"
"98853","schalkeyi","1","1","0","0"
"98854","reali","1","1","0","0"
"98855","yenebildin","1","1","0","0"
"98856","201314te","1","1","0","0"
"98857","kophenagli","1","1","0","0"
"98858","chelseya","1","1","0","0"
"98859","eleyebildin","1","1","0","0"
"98860","leeds","1","1","0","0"
"98861","dortmund","1","1","0","0"
"98862","schalke","1","1","0","0"
"98863","bilbao","1","1","0","0"
"98864","kalbur","1","1","0","0"
"98865","elemede","1","1","0","0"
"98866","steau","1","1","0","0"
"98867","gucluymus","1","1","0","0"
"98868","elenmisiz","1","1","0","0"
"98871","gucluydu","1","1","0","0"
"98872","kazasidir","1","1","0","0"
"98873","kophenag","1","1","0","0"
"98874","cluj","1","1","0","0"
"98875","elemeler","1","1","0","0"
"98876","devlerini","1","1","0","0"
"98877","yendiginden","1","1","0","0"
"98878","sigmadan","1","1","0","0"
"98879","yemeseydin","1","1","0","0"
"98880","cannesdan","1","1","0","0"
"98881","steauya","1","1","0","0"
"98882","mtk","1","1","0","0"
"98883","budapesteye","1","1","0","0"
"98884","elenmeseydin","1","1","0","0"
"98885","cekmeseydin","1","1","0","0"
"98886","takimalrla","1","1","0","0"
"98887","oynasaydin","1","1","0","0"
"98888","hissimi","1","1","0","0"
"98889","formamla","1","1","0","0"
"98890","grubuyla","1","1","0","0"
"98891","mekandaki","1","1","0","0"
"98892","biramdan","1","1","0","0"
"98893","yudumlar","1","1","0","0"
"98894","relax","1","1","0","0"
"98895","cigliklarindan","1","1","0","0"
"98896","faniyim","1","1","0","0"
"98897","dinletemedim","1","1","0","0"
"98898","fingirdesen","1","1","0","0"
"98899","beyazlar","1","1","0","0"
"98900","kesildiler","1","1","0","0"
"98901","pub","1","1","0","0"
"98902","hafiz","1","1","0","0"
"98903","giciklik","1","1","0","0"
"98904","goooooooool","1","1","0","0"
"98905","inlettim","1","1","0","0"
"98906","pubi","1","1","0","0"
"98907","ispanyollardan","1","1","0","0"
"98908","faltasi","1","1","0","0"
"98909","orgazmdan","1","1","0","0"
"98910","listemde","1","1","0","0"
"98911","nefretim","1","1","0","0"
"98912","bakidirama","1","1","0","0"
"98913","yaslandim","1","1","0","0"
"98914","kupam","1","1","0","0"
"98915","camiamizi","1","1","0","0"
"98916","iliklerimde","1","1","0","0"
"98917","hissederim","1","1","0","0"
"98918","kolaylastiriyor","1","1","0","0"
"98919","yakaliyorlar","1","1","0","0"
"98920","beraberliklerini","1","1","0","0"
"98921","bozmamalari","1","1","0","0"
"98922","gipta","1","1","0","0"
"98923","edeceklerine","1","1","0","0"
"98924","cikarttiklarindan","1","1","0","0"
"98926","kurumsallasma","1","1","0","0"
"98927","tanidiklara","1","1","0","0"
"98928","gorduklerimi","1","1","0","0"
"98929","attigimi","1","1","0","0"
"98930","dusuneceginiz","1","1","0","0"
"98931","duyumlara","1","1","0","0"
"98932","sebinkarahisar","1","1","0","0"
"98933","kurumsallasmasi","1","1","0","0"
"98934","liselilerin","1","1","0","0"
"98935","baltaya","1","1","0","0"
"98936","kuzeni","1","1","0","0"
"98937","donanimsizliklarina","1","1","0","0"
"98938","bakilmadan","1","1","0","0"
"98939","degistirmenin","1","1","0","0"
"98940","yirttigim","1","1","0","0"
"98941","devrem","1","1","0","0"
"98942","taraftariydim","1","1","0","0"
"98943","galatasarayliydim","1","1","0","0"
"98944","fotomac","1","1","0","0"
"98945","karelerle","1","1","0","0"
"98946","kirildiginda","1","1","0","0"
"98947","monacoya","1","1","0","0"
"98949","tedbirlerinden","1","1","0","0"
"98950","etmeseler","1","1","0","0"
"98951","sisko","1","1","0","0"
"98952","kosusturup","1","1","0","0"
"98953","bocekleriz","1","1","0","0"
"98954","gecindirmemiz","1","1","0","0"
"98955","evlerimiz","1","1","0","0"
"98956","yasadiklarimdan","1","1","0","0"
"98957","yasatilan","1","1","0","0"
"98958","olmemelerini","1","1","0","0"
"98959","kursaklarinda","1","1","0","0"
"98960","polatin","1","1","0","0"
"98961","transferleriyle","1","1","0","0"
"98962","vizyonsuzluguyla","1","1","0","0"
"98963","capsizligiyla","1","1","0","0"
"98964","geriliyordu","1","1","0","0"
"98965","topladikca","1","1","0","0"
"98966","seviniyorduk","1","1","0","0"
"98967","gidisattan","1","1","0","0"
"98968","kurumsallik","1","1","0","0"
"98969","bilegi","1","1","0","0"
"98970","bukulmeyen","1","1","0","0"
"98971","turunun","1","1","0","0"
"98972","gediklisi","1","1","0","0"
"98973","gelmekle","1","1","0","0"
"98974","dolanmaya","1","1","0","0"
"98975","kusturuldu","1","1","0","0"
"98976","kenetlenmeyi","1","1","0","0"
"98977","beceren","1","1","0","0"
"98978","kazmayla","1","1","0","0"
"98979","kenetlenip","1","1","0","0"
"98980","celallenmeyin","1","1","0","0"
"98981","hakettik","1","1","0","0"
"98982","kenetlenme","1","1","0","0"
"98983","kenetledi","1","1","0","0"
"98984","costukca","1","1","0","0"
"98985","kaybedilmesinden","1","1","0","0"
"98986","yilginlik","1","1","0","0"
"98987","icindeydik","1","1","0","0"
"98988","kaybetmistik","1","1","0","0"
"98989","bilmezin","1","1","0","0"
"98990","mombine","1","1","0","0"
"98991","giuliano","1","1","0","0"
"98992","terraneodiye","1","1","0","0"
"98993","direktorluge","1","1","0","0"
"98994","davranislarindan","1","1","0","0"
"98995","sansasyoneli","1","1","0","0"
"98996","belozogluydu","1","1","0","0"
"98997","networku","1","1","0","0"
"98998","manchesterla","1","1","0","0"
"98999","gorusurken","1","1","0","0"
"99000","portoyla","1","1","0","0"
"99001","gorusmelerine","1","1","0","0"
"99002","terraneoyu","1","1","0","0"
"99003","eksioglunu","1","1","0","0"
"99004","gonderseydin","1","1","0","0"
"99005","alirdin","1","1","0","0"
"99006","guvenemeyecekleri","1","1","0","0"
"99007","tanmani","1","1","0","0"
"99009","kaptaninidr","1","1","0","0"
"99010","milyonlarcasindan","1","1","0","0"
"99011","cimbomluluk","1","1","0","0"
"99012","fenerlilik","1","1","0","0"
"99013","devridir","1","1","0","0"
"99014","unvanlara","1","1","0","0"
"99015","temizleme","1","1","0","0"
"99016","kovabilir","1","1","0","0"
"99017","hamzaoglularin","1","1","0","0"
"99018","kaptanlarla","1","1","0","0"
"99019","evlatlariyla","1","1","0","0"
"99020","ustunken","1","1","0","0"
"99021","rahatlatmistir","1","1","0","0"
"99022","ehehehe","1","1","0","0"
"99023","aliyormusuz","1","1","0","0"
"99024","istememisiz","1","1","0","0"
"99025","iimmmhh","1","1","0","0"
"99026","kiskandi","1","1","0","0"
"99027","ozbeklerin","1","1","0","0"
"99028","ormanlarin","1","1","0","0"
"99029","yildirimlarin","1","1","0","0"
"99030","stadlarin","1","1","0","0"
"99031","elemelerinden","1","1","0","0"
"99032","199394","1","1","0","0"
"99033","cork","1","1","0","0"
"99034","199495","1","1","0","0"
"99035","avenir","1","1","0","0"
"99036","grasshoppers","1","1","0","0"
"99037","grasshopers","1","1","0","0"
"99038","199900","1","1","0","0"
"99039","wien","1","1","0","0"
"99041","200102","1","1","0","0"
"99042","vllaznia","1","1","0","0"
"99043","sofya","1","1","0","0"
"99044","200304","1","1","0","0"
"99045","200607","1","1","0","0"
"99046","mlada","1","1","0","0"
"99047","boleslav","1","1","0","0"
"99048","200809","1","1","0","0"
"99049","bukres","1","1","0","0"
"99050","soydugu","1","1","0","0"
"99051","kuluptur","1","1","0","0"
"99052","sarioglunun","1","1","0","0"
"99053","onuk","1","1","0","0"
"99054","hamzaoglunun","1","1","0","0"
"99055","oyuncuna","1","1","0","0"
"99056","hatirlanirsa","1","1","0","0"
"99057","eray","1","1","0","0"
"99058","iscanin","1","1","0","0"
"99059","uzattirmisti","1","1","0","0"
"99060","uzatilmasi","1","1","0","0"
"99061","bahcekapili","1","1","0","0"
"99062","paralardan","1","1","0","0"
"99063","davutoglundan","1","1","0","0"
"99064","giremiyor","1","0","0","1"
"99065","gsbonusu","1","0","0","1"
"99066","kombinesini","1","0","0","1"
"99067","biletler","1","0","0","1"
"99068","azimli","1","0","1","0"
"99069","embesillerin","1","0","0","1"
"99070","51762508","1","0","0","1"
"99071","penisin","1","0","0","1"
"99072","koselerine","1","0","0","1"
"99073","suzulen","1","0","0","1"
"99074","spermi","1","0","0","1"
"99075","temizleyip","1","0","0","1"
"99076","tuzlulugu","1","0","0","1"
"99077","evlendigin","1","1","0","0"
"99078","analci","1","1","0","0"
"99079","saxocuysa","1","1","0","0"
"99080","sikilmasi","1","0","0","1"
"99081","bakireli","1","0","0","1"
"99082","oltayi","1","0","0","1"
"99083","tasidigindan","1","0","0","1"
"99084","ikibin","1","0","0","1"
"99085","cagdisisinizlarla","1","0","0","1"
"99086","gavatsinizlarin","1","0","0","1"
"99087","bakalimcilar","1","0","0","1"
"99088","bekaretin","1","0","0","1"
"99089","onemsizligi","1","0","0","1"
"99090","takiyorsaniz","1","0","1","0"
"99091","siktirebilirsiniz","1","0","1","0"
"99092","karartmazsiniz","1","0","1","0"
"99093","bekaretini","1","0","1","0"
"99094","pinpon","1","0","1","0"
"99095","sakladiysaniz","1","0","1","0"
"99096","yanilgilar","1","1","0","0"
"99097","sanilmis","1","1","0","0"
"99098","yapmayayim","1","1","0","0"
"99099","psikolojikfizyolojik","1","1","0","0"
"99100","sevgililerinizle","1","1","0","0"
"99101","sevismiyorsaniz","1","1","0","0"
"99102","yasamayip","1","1","0","0"
"99103","diyebiliyorsunuz","1","1","0","0"
"99104","oylelerini","1","1","0","0"
"99105","cocuklarinizin","1","1","0","0"
"99106","hayvanca","1","1","0","0"
"99107","sonsuzlugu","1","1","0","0"
"99108","bagnazligi","1","1","0","0"
"99109","benmerkezciligi","1","1","0","0"
"99110","anlamsizligini","1","1","0","0"
"99111","bekaretinden","1","1","0","0"
"99112","boslugunu","1","1","0","0"
"99113","bekarete","1","1","0","0"
"99114","yukleyen","1","1","0","0"
"99115","tasarrufuna","1","1","0","0"
"99116","deradaya","1","1","0","0"
"99117","yonlendirilen","1","0","0","1"
"99118","yargilarinizin","1","0","0","1"
"99119","sunnetli","1","0","0","1"
"99120","dosenir","1","0","0","1"
"99121","bonbon","1","0","0","1"
"99122","yobazlarda","1","0","0","1"
"99123","bakirelikle","1","0","0","1"
"99124","agizayuze","1","0","0","1"
"99125","gozyasina","1","0","0","1"
"99126","dayanamadigin","1","0","0","1"
"99127","bosalmasi","1","0","0","1"
"99128","uyudu","1","0","0","1"
"99129","0600","1","1","0","0"
"99130","0800","1","1","0","0"
"99131","yoldayim","1","1","0","0"
"99132","talk","1","1","0","0"
"99133","cekemiyorlar","1","1","0","0"
"99134","pirincin","1","1","0","0"
"99135","polisiye","1","1","0","0"
"99136","csi","1","1","0","0"
"99137","paylasilacakmis","1","1","0","0"
"99138","trtortulu","1","1","0","0"
"99139","vasitasi","1","1","0","0"
"99140","paylasilacagi","1","1","0","0"
"99141","karsilanacak","1","1","0","0"
"99142","periscope","1","1","0","0"
"99143","icraatin","1","1","0","0"
"99144","trtye","1","1","0","0"
"99145","paramla","1","1","0","0"
"99146","rakidan","1","1","0","0"
"99147","degerdi","1","1","0","0"
"99148","kahvw","1","0","0","1"
"99149","kostek","1","0","1","0"
"99150","kickstarterlari","1","0","1","0"
"99151","dilencilik","1","0","1","0"
"99152","acarlarmis","1","0","1","0"
"99153","gururlanirmis","1","0","1","0"
"99154","gururlan","1","0","1","0"
"99155","toplanmasina","1","0","1","0"
"99156","yavsakligi","1","0","1","0"
"99158","sikimse","1","0","1","0"
"99159","hevesliysen","1","0","1","0"
"99160","biriktir","1","0","1","0"
"99161","brooklynde","1","0","1","0"
"99163","gonderenden","1","0","1","0"
"99164","caliyoruz","1","0","1","0"
"99165","gondermesinler","1","0","1","0"
"99166","hipsterin","1","0","1","0"
"99167","dukan","1","0","1","0"
"99168","harcanmis","1","0","1","0"
"99169","konsept","1","0","1","0"
"99170","kahvecinin","1","0","1","0"
"99171","gecmem","1","0","1","0"
"99172","tabloyla","1","0","1","0"
"99173","tikiyim","1","1","0","0"
"99174","coffe","1","1","0","0"
"99175","shopim","1","1","0","0"
"99176","kicskstarterin","1","1","0","0"
"99177","cikardiniz","1","1","0","0"
"99178","cikarakcasindir","1","1","0","0"
"99179","mimarsindir","1","1","0","0"
"99180","cizmissindir","1","1","0","0"
"99181","atmissindir","1","1","0","0"
"99183","konseptle","1","1","0","0"
"99184","kahveciden","1","1","0","0"
"99185","fringe","1","1","0","0"
"99186","ateslemeyecek","1","1","0","0"
"99187","observerlar","1","1","0","0"
